cliente,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,cargo mensual,cargo total,Cuentas_Diarias,Gasto_Diario_Historico,internet_Fiber optic,internet_No,telefono_Yes,cancelacion_Yes
0233-fthav,Female,0,No,No,60,Yes,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765.0,0.4806207912178863,2.647222222222222,true,False,true,False
0234-tevtt,Female,0,Yes,Yes,48,No phone service,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,-0.6545547590932685,1.5252083333333335,false,False,false,False
0235-kgslc,Female,0,No,No,1,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,0.6913916901791678,2.8516666666666666,true,False,true,True
0236-hfwsv,Male,0,No,No,15,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,0.9502913770922379,3.2103333333333337,true,False,true,True
0237-yfutl,Female,0,Yes,No,50,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,1.4913253382054497,3.6038666666666668,true,False,true,False
0238-whbiq,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,0.8291396005239426,2.934861111111111,false,False,true,False
0239-oxexl,Female,0,No,No,46,Yes,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,0.6482417423603226,2.7881159420289854,true,False,true,False
0244-lgnfy,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733.0,0.9270567898051678,3.1171296296296296,false,False,true,False
0247-sluji,Male,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,-1.4943191281830994,0.6566666666666666,false,True,true,False
0248-ipdfw,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,-0.48527419457318394,1.6700000000000002,false,False,true,False
0248-pghbz,Female,1,No,No,67,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,0.9204183362945761,3.0551492537313436,true,False,true,False
0253-zteob,Female,0,Yes,Yes,48,Yes,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,0.4955573116167174,2.6877083333333336,false,False,true,False
0254-fnmci,Female,0,No,No,72,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,1.4996234050936892,3.529722222222222,true,False,true,False
0254-kcjgt,Male,0,Yes,No,52,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,0.5536437798343933,2.7913141025641024,false,False,true,False
0254-wwrkd,Female,0,Yes,Yes,67,No,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.55,3431.75,-0.4703376741743533,1.7073383084577114,false,False,true,False
0256-lthvj,Female,0,Yes,Yes,28,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,0.542026486190858,2.6513095238095237,true,False,true,True
0257-kxzgu,Female,0,Yes,Yes,32,Yes,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,-0.07534969029415611,2.13078125,false,False,true,False
0257-zesqc,Female,1,Yes,No,27,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,0.3478517210060554,2.3819135802469136,true,False,true,True
0258-nokbl,Male,0,No,No,3,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,0.8523741878110132,2.9827777777777778,true,False,true,False
0259-gbzsh,Male,0,No,No,2,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,0.6947109169344636,3.025,true,False,true,True
0260-zdlgk,Female,0,No,Yes,9,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,0.2715095056342526,2.4125925925925924,false,False,true,True
0263-fjtqo,Male,0,Yes,Yes,50,Yes,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,0.19184806350715392,2.3244333333333334,false,False,true,False
0264-cnitk,Female,0,Yes,Yes,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,-1.4810422211619165,0.652394366197183,false,True,true,False
0265-edxbd,Male,1,Yes,No,32,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,0.33789404074016827,2.3993229166666667,true,False,true,True
0265-psuae,Female,0,Yes,Yes,16,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,1.194254543606478,3.1722916666666667,true,False,true,False
0266-clzkz,Female,0,Yes,Yes,67,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,1.3585562679936187,3.342238805970149,true,False,true,False
0266-gmeao,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,1.645669382326703,3.7308101851851854,true,False,true,False
0268-qkiwo,Female,0,No,No,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,-1.4926595148054518,0.6538888888888889,false,True,true,True
0269-xfesx,Male,0,Yes,Yes,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,538.5,-1.3399750840618458,0.7804347826086957,false,True,true,False
0270-thenm,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.85,5102.35,0.1702730895977311,2.3621990740740744,false,False,true,False
0274-jkujr,Male,0,Yes,Yes,7,No phone service,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,-0.19484185348480387,2.2176190476190474,false,False,false,False
0274-vvqoq,Male,1,Yes,No,65,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,1.2755755991112243,3.483307692307692,true,False,true,False
0277-bksqp,Male,0,Yes,Yes,8,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,-0.3425474440954659,1.9795833333333335,false,False,true,False
0277-orxqs,Male,0,Yes,Yes,66,No phone service,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,-0.4703376741743533,1.6992676767676769,false,False,false,False
0278-yxoog,Male,0,No,No,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,-1.4495095669866065,0.759,false,True,true,True
0280-xjgex,Male,0,No,No,49,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,1.2938313462653508,3.4260544217687077,true,False,true,True
0281-cntzx,Male,0,Yes,No,63,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1234.8,-1.4860210612948601,0.6533333333333333,false,True,true,False
0282-nvsjs,Female,1,Yes,Yes,12,No phone service,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,-1.1756733596747053,0.988611111111111,false,False,false,False
0285-inhln,Male,0,Yes,Yes,27,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,-0.33093015045193064,1.864567901234568,false,False,true,False
0289-ivarm,Female,0,No,No,35,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,-0.13841499864477594,1.8881904761904762,false,False,true,False
0292-wegch,Female,0,Yes,Yes,54,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,0.7129666640885906,2.7926234567901234,false,False,true,False
0295-pphdo,Male,0,No,No,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,1.0199951389534494,3.1816666666666666,true,False,true,True
0295-qvkpb,Male,0,No,No,5,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,-0.025561288964719233,2.1206666666666667,false,False,true,False
0297-rbcsg,Male,0,No,No,19,No,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,0.02090788560942135,2.1611403508771927,false,False,true,False
0298-xacet,Male,0,Yes,Yes,52,No phone service,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554.0,-0.4819549678178883,1.6371794871794871,false,False,false,False
0301-fidrb,Female,0,Yes,Yes,72,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,-0.03054012909766323,2.1686574074074074,false,False,false,False
0301-kobtq,Male,0,No,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,-1.4827018345395642,0.6400520833333334,false,True,true,False
0302-joivn,Female,0,Yes,No,8,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,1.209191064005309,3.5120833333333334,true,False,true,True
0303-uncip,Male,0,No,No,41,Yes,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,0.009290591965886094,2.0583739837398376,false,False,true,False
0303-wmmrn,Male,0,No,No,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,-1.5092556485819306,0.5736666666666667,false,True,true,False
0305-sqecb,Female,0,No,Yes,11,No phone service,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36.05,402.6,-0.9516255536922404,1.22,false,False,false,False
0306-jaele,Male,0,No,No,5,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,1.0415701128628718,3.0226666666666664,true,False,true,True
0307-bcopk,Female,0,No,No,16,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,-1.515894102092522,0.6805208333333332,false,True,true,False
0308-giqjt,Male,1,No,No,71,Yes,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,1.3618754947489142,3.4661267605633803,true,False,true,False
0308-ivgok,Female,0,No,No,11,No phone service,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,-0.8072391898368741,1.2806060606060607,false,False,false,False
0310-mvlet,Female,0,Yes,Yes,61,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,1.1428065288993934,3.2841803278688526,true,False,true,True
0310-sucin,Female,0,Yes,No,71,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.8,6046.1,0.6664974895144495,2.838544600938967,false,False,true,False
0310-vqxam,Male,0,No,No,9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,-1.4893402880501558,0.6622222222222223,false,True,true,False
0311-qywss,Female,0,No,No,6,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,-0.5068491684826065,1.7477777777777779,false,False,true,False
0311-unpff,Female,0,No,No,26,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,0.7992665597262805,2.915833333333333,true,False,true,True
0314-tkosi,Female,0,No,No,6,No,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,-0.31765324343074747,1.7938888888888889,false,False,true,False
0315-lvcrk,Male,0,No,No,11,No,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,0.6664974895144495,2.6931818181818183,true,False,true,False
0318-quuob,Male,0,Yes,No,1,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,0.5254303524143792,2.685,true,False,true,True
0318-zopws,Female,0,Yes,No,49,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,-1.4793826077842684,0.6621428571428571,false,True,true,False
0319-qztco,Female,0,Yes,Yes,3,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,168.6,-0.19982069361774743,1.8733333333333333,false,False,true,False
0320-dwvtu,Female,0,No,No,53,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,1.1544238225429286,3.411477987421384,true,False,true,False
0320-jdnqg,Male,0,Yes,Yes,23,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,1.1660411161864634,3.378695652173913,true,False,true,True
0322-chqru,Male,0,No,No,2,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,-0.6429374654497333,1.4916666666666667,false,False,true,True
0322-yinqp,Male,0,No,No,1,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,-0.5367222092802688,1.6183333333333332,false,False,true,True
0323-xwwtn,Male,0,No,Yes,3,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,-1.2719309355782826,1.3472222222222223,false,True,true,False
0324-brpcj,Female,1,Yes,No,68,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,1.1776584098299991,3.3586519607843135,true,False,true,True
0325-xbfac,Male,0,No,No,8,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,0.9951009382887313,3.0845833333333332,true,False,true,True
0326-vdyxe,Female,0,Yes,No,70,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,1.0930181275699569,3.325,true,False,true,False
0327-wfzsy,Male,0,Yes,Yes,39,Yes,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,1.1710199563194073,3.2782478632478633,true,False,true,False
0328-grpmv,Female,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,0.1785711564859705,2.3366666666666664,true,False,true,True
0328-ibupk,Female,0,Yes,Yes,51,No phone service,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,1782.0,-1.013031248665212,1.1647058823529413,false,False,false,False
0329-gtiaj,Female,0,No,No,3,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,1.1013161944581962,3.5033333333333334,true,False,true,True
0330-bgyze,Male,0,Yes,No,60,Yes,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,1.2540006252018014,3.4208888888888893,true,False,true,False
0330-ivzha,Female,0,Yes,No,5,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,0.17359231635302697,2.201,true,False,true,True
0334-gddso,Male,1,No,No,3,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,0.5519841664567451,2.5966666666666667,true,False,true,True
0334-zfjsr,Female,0,Yes,No,55,Yes,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,0.04414247289649186,2.0982424242424242,false,False,true,False
0336-kxkfk,Male,0,No,No,72,No phone service,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,-0.11684002473535314,2.0325231481481483,false,False,false,False
0336-pikei,Male,1,Yes,No,72,No,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,0.321297906963689,2.481828703703704,false,False,true,False
0337-cnpze,Female,0,No,No,41,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,1.3801312419030412,3.612560975609756,true,False,true,True
0343-qluzp,Male,0,No,No,60,No phone service,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,-0.8337930038792404,1.3469444444444445,false,False,false,False
0345-hkjvm,Female,0,No,No,6,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,0.8158626935027593,3.208888888888889,true,False,true,True
0345-xmmug,Female,0,Yes,No,46,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,1.4664311375407315,3.517608695652174,true,False,true,False
0347-ubkuz,Female,0,No,No,15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,-1.487680674672508,0.7121111111111111,false,True,true,False
0348-sdkol,Female,0,Yes,No,58,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,1.2407237181806186,3.382413793103448,true,False,true,True
0354-vxmjc,Male,0,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,426.65,-1.4976383549383954,0.6183333333333333,false,True,true,False
0354-wyrok,Female,1,Yes,Yes,31,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,1.1345084620111539,3.130430107526882,true,False,true,True
0356-erhvt,Male,0,Yes,No,11,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,-0.6246817182956066,1.5815151515151515,false,False,true,False
0356-obmac,Female,1,No,No,56,Yes,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,1.1677007295641115,3.396607142857143,true,False,true,False
0357-nvcri,Female,0,No,Yes,25,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,-1.4827018345395642,0.6289333333333333,false,True,true,False
0361-hjrdx,Female,0,No,No,68,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,-0.012284381943536272,2.225294117647059,false,False,false,False
0362-raoqo,Female,0,No,No,40,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,-1.4959787415607475,0.691875,false,True,true,False
0362-zbzwj,Male,0,No,No,36,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,0.6698167162697454,2.84,true,False,true,True
0363-qjvfx,Male,0,No,No,32,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,1.4415369368760127,3.5759375,true,False,true,True
0363-svhyr,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,0.734541637998013,2.9407511737089203,false,False,true,False
0365-bzuwy,Male,0,Yes,No,17,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,1.2556602385794495,3.4166666666666665,true,False,true,False
0365-gxezs,Male,0,Yes,No,18,No,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,0.4474285236649287,2.7199074074074074,true,False,true,False
0365-trtpy,Female,0,No,No,37,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,0.8789280018533792,3.0471171171171174,true,False,true,False
0366-nqshs,Male,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,-1.5059364218266347,0.7725000000000001,false,True,true,False
0369-zgovk,Female,0,Yes,Yes,28,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,0.18852883675185805,2.3716666666666666,true,False,true,False
